store,date,baguette,oil,tomato,pickle,cheese,sauce,bacon,sausage,pepperoni,chicken,water,soda
store_5,2021-11-10,129.0,576.0,414.0,414.0,479.0,676.0,350.0,414.0,76.0,318.0,201,138
store_6,2021-11-10,88.0,284.0,213.0,213.0,229.0,350.0,141.0,213.0,134.0,108.0,170,187
store_7,2021-11-10,32.0,414.0,191.0,191.0,417.0,723.0,385.0,191.0,262.0,350.0,120,270
store_8,2021-11-10,63.0,250.0,180.0,180.0,242.0,375.0,179.0,180.0,142.0,124.0,210,125
store_9,2021-11-10,19.0,504.0,44.0,44.0,184.0,570.0,165.0,44.0,306.0,466.0,207,44
store_0,2021-11-11,110.0,472.0,331.0,331.0,341.0,476.0,231.0,331.0,18.0,252.0,273,43
store_1,2021-11-11,24.0,84.0,182.0,182.0,387.0,500.0,363.0,182.0,190.0,36.0,54,118
store_2,2021-11-11,19.0,72.0,66.0,66.0,96.0,134.0,77.0,66.0,42.0,34.0,75,84
store_3,2021-11-11,9.0,76.0,18.0,18.0,30.0,80.0,21.0,18.0,42.0,58.0,9,34
store_4,2021-11-11,67.0,156.0,278.0,278.0,387.0,430.0,320.0,278.0,64.0,22.0,90,244
store_5,2021-11-11,113.0,314.0,398.0,398.0,610.0,807.0,497.0,398.0,306.0,88.0,61,165
store_6,2021-11-11,33.0,174.0,78.0,78.0,203.0,403.0,170.0,78.0,292.0,108.0,142,187
store_7,2021-11-11,2.0,132.0,131.0,131.0,528.0,864.0,526.0,131.0,544.0,128.0,362,114
store_8,2021-11-11,54.0,266.0,182.0,182.0,245.0,367.0,191.0,182.0,86.0,158.0,169,158
store_9,2021-11-11,76.0,312.0,253.0,253.0,433.0,668.0,357.0,253.0,310.0,160.0,177,87
store_0,2021-11-12,139.0,410.0,393.0,393.0,406.0,509.0,267.0,393.0,74.0,132.0,347,198
store_1,2021-11-12,78.0,436.0,209.0,209.0,184.0,324.0,106.0,209.0,0.0,280.0,29,169
store_2,2021-11-12,19.0,86.0,67.0,67.0,90.0,127.0,71.0,67.0,26.0,48.0,17,75
store_3,2021-11-12,17.0,70.0,53.0,53.0,60.0,83.0,43.0,53.0,10.0,36.0,44,45
store_4,2021-11-12,83.0,236.0,217.0,217.0,270.0,390.0,187.0,217.0,170.0,70.0,109,142
store_5,2021-11-12,138.0,518.0,338.0,338.0,424.0,707.0,286.0,338.0,324.0,242.0,273,326
store_6,2021-11-12,51.0,214.0,165.0,165.0,252.0,383.0,201.0,165.0,150.0,112.0,47,36
store_7,2021-11-12,119.0,552.0,328.0,328.0,397.0,652.0,278.0,328.0,196.0,314.0,43,435
store_8,2021-11-12,69.0,200.0,220.0,220.0,301.0,400.0,232.0,220.0,136.0,62.0,209,96
store_9,2021-11-12,112.0,448.0,317.0,317.0,393.0,600.0,281.0,317.0,190.0,224.0,69,376
store_0,2021-11-13,129.0,394.0,378.0,378.0,410.0,519.0,281.0,378.0,82.0,136.0,175,204
store_1,2021-11-13,91.0,378.0,231.0,231.0,222.0,353.0,131.0,231.0,66.0,196.0,17,55
store_2,2021-11-13,40.0,112.0,109.0,109.0,98.0,114.0,58.0,109.0,0.0,32.0,51,54
store_3,2021-11-13,14.0,70.0,29.0,29.0,39.0,83.0,25.0,29.0,46.0,42.0,22,30
store_4,2021-11-13,62.0,266.0,196.0,196.0,255.0,375.0,193.0,196.0,98.0,142.0,73,65
store_5,2021-11-13,66.0,384.0,212.0,212.0,436.0,772.0,370.0,212.0,420.0,252.0,327,98
store_6,2021-11-13,11.0,228.0,89.0,89.0,210.0,378.0,199.0,89.0,130.0,206.0,172,30
store_7,2021-11-13,276.0,776.0,560.0,560.0,361.0,542.0,85.0,560.0,138.0,224.0,279,59
store_8,2021-11-13,63.0,286.0,178.0,178.0,221.0,355.0,158.0,178.0,108.0,160.0,202,8
store_9,2021-11-13,123.0,276.0,460.0,460.0,611.0,686.0,488.0,460.0,120.0,30.0,11,77
store_0,2021-11-14,106.0,416.0,271.0,271.0,314.0,506.0,208.0,271.0,180.0,204.0,263,264
store_1,2021-11-14,5.0,352.0,70.0,70.0,161.0,368.0,156.0,70.0,72.0,342.0,185,74
store_2,2021-11-14,9.0,60.0,35.0,35.0,81.0,140.0,72.0,35.0,76.0,42.0,47,47
store_3,2021-11-14,23.0,60.0,53.0,53.0,60.0,90.0,37.0,53.0,46.0,14.0,6,8
store_4,2021-11-14,38.0,218.0,77.0,77.0,183.0,397.0,145.0,77.0,286.0,142.0,150,168
store_5,2021-11-14,141.0,582.0,427.0,427.0,478.0,675.0,337.0,427.0,94.0,300.0,423,185
store_6,2021-11-14,98.0,318.0,205.0,205.0,193.0,331.0,95.0,205.0,154.0,122.0,178,32
store_7,2021-11-14,10.0,60.0,419.0,419.0,844.0,900.0,834.0,419.0,72.0,40.0,399,48
store_8,2021-11-14,8.0,250.0,138.0,138.0,254.0,373.0,246.0,138.0,4.0,234.0,129,215
store_9,2021-11-14,179.0,482.0,514.0,514.0,505.0,581.0,326.0,514.0,28.0,124.0,55,316
store_0,2021-11-15,93.0,376.0,277.0,277.0,353.0,526.0,260.0,277.0,156.0,190.0,318,32
store_1,2021-11-15,108.0,332.0,220.0,220.0,217.0,376.0,109.0,220.0,202.0,116.0,68,37
store_2,2021-11-15,48.0,116.0,101.0,101.0,80.0,112.0,32.0,101.0,44.0,20.0,69,22
store_3,2021-11-15,4.0,32.0,9.0,9.0,48.0,102.0,44.0,9.0,84.0,24.0,45,8
store_4,2021-11-15,67.0,182.0,196.0,196.0,293.0,419.0,226.0,196.0,204.0,48.0,47,85
store_5,2021-11-15,48.0,408.0,314.0,314.0,544.0,760.0,496.0,314.0,120.0,312.0,215,278
store_6,2021-11-15,103.0,254.0,232.0,232.0,247.0,363.0,144.0,232.0,184.0,48.0,40,116
store_7,2021-11-15,103.0,314.0,440.0,440.0,645.0,773.0,542.0,440.0,148.0,108.0,442,89
store_8,2021-11-15,57.0,122.0,223.0,223.0,354.0,437.0,297.0,223.0,158.0,8.0,124,124
store_9,2021-11-15,147.0,490.0,388.0,388.0,408.0,579.0,261.0,388.0,146.0,196.0,210,70
store_0,2021-11-16,91.0,286.0,236.0,236.0,358.0,569.0,267.0,236.0,318.0,104.0,347,316
store_1,2021-11-16,78.0,356.0,168.0,168.0,182.0,362.0,104.0,168.0,160.0,200.0,42,100
store_2,2021-11-16,6.0,62.0,38.0,38.0,86.0,139.0,80.0,38.0,56.0,50.0,76,70
store_3,2021-11-16,0.0,16.0,7.0,7.0,59.0,112.0,59.0,7.0,90.0,16.0,15,24
store_4,2021-11-16,84.0,300.0,242.0,242.0,262.0,358.0,178.0,242.0,60.0,132.0,66,234
store_5,2021-11-16,179.0,418.0,538.0,538.0,632.0,755.0,453.0,538.0,186.0,60.0,34,218
store_6,2021-11-16,33.0,212.0,112.0,112.0,218.0,384.0,185.0,112.0,186.0,146.0,18,48
store_7,2021-11-16,139.0,332.0,417.0,417.0,577.0,764.0,438.0,417.0,320.0,54.0,191,110
store_8,2021-11-16,40.0,264.0,119.0,119.0,197.0,368.0,157.0,119.0,158.0,184.0,31,116
store_9,2021-11-16,139.0,394.0,419.0,419.0,495.0,627.0,356.0,419.0,148.0,116.0,382,390
store_0,2021-11-17,123.0,390.0,325.0,325.0,365.0,521.0,242.0,325.0,168.0,144.0,37,294
store_1,2021-11-17,22.0,150.0,139.0,139.0,313.0,467.0,291.0,139.0,202.0,106.0,173,117
store_2,2021-11-17,8.0,136.0,22.0,22.0,31.0,102.0,23.0,22.0,22.0,120.0,11,22
store_3,2021-11-17,17.0,82.0,41.0,41.0,43.0,79.0,26.0,41.0,24.0,48.0,58,37
store_4,2021-11-17,14.0,176.0,99.0,99.0,251.0,420.0,237.0,99.0,190.0,148.0,157,97
store_5,2021-11-17,132.0,558.0,445.0,445.0,516.0,685.0,384.0,445.0,44.0,294.0,426,355
store_6,2021-11-17,63.0,332.0,153.0,153.0,169.0,324.0,106.0,153.0,104.0,206.0,189,1
store_7,2021-11-17,211.0,472.0,431.0,431.0,448.0,692.0,237.0,431.0,438.0,50.0,289,403
store_8,2021-11-17,26.0,240.0,104.0,104.0,207.0,378.0,181.0,104.0,154.0,188.0,13,99
store_9,2021-11-17,141.0,430.0,359.0,359.0,416.0,611.0,275.0,359.0,242.0,148.0,273,127
store_0,2021-11-18,65.0,426.0,182.0,182.0,261.0,501.0,196.0,182.0,184.0,296.0,239,18
store_1,2021-11-18,2.0,266.0,48.0,48.0,183.0,407.0,181.0,48.0,186.0,262.0,240,1
store_2,2021-11-18,16.0,92.0,51.0,51.0,74.0,124.0,58.0,51.0,40.0,60.0,7,71
store_3,2021-11-18,14.0,66.0,34.0,34.0,46.0,85.0,32.0,34.0,40.0,38.0,32,36
store_4,2021-11-18,64.0,366.0,139.0,139.0,146.0,325.0,82.0,139.0,120.0,238.0,239,93
store_5,2021-11-18,116.0,490.0,380.0,380.0,501.0,719.0,385.0,380.0,178.0,258.0,131,221
store_6,2021-11-18,143.0,306.0,313.0,313.0,262.0,337.0,119.0,313.0,130.0,20.0,141,154
store_7,2021-11-18,179.0,406.0,404.0,404.0,487.0,727.0,308.0,404.0,432.0,48.0,33,337
store_8,2021-11-18,6.0,80.0,88.0,88.0,292.0,460.0,286.0,88.0,268.0,68.0,58,237
store_9,2021-11-18,45.0,184.0,303.0,303.0,578.0,732.0,533.0,303.0,214.0,94.0,114,319
store_0,2021-11-19,101.0,394.0,296.0,296.0,354.0,515.0,253.0,296.0,130.0,192.0,17,230
store_1,2021-11-19,48.0,254.0,177.0,177.0,273.0,415.0,225.0,177.0,126.0,158.0,83,19
store_2,2021-11-19,31.0,70.0,91.0,91.0,110.0,135.0,79.0,91.0,42.0,8.0,84,37
store_3,2021-11-19,22.0,70.0,57.0,57.0,59.0,83.0,37.0,57.0,22.0,26.0,37,38
store_4,2021-11-19,48.0,248.0,191.0,191.0,273.0,384.0,225.0,191.0,70.0,152.0,182,150
store_5,2021-11-19,32.0,78.0,270.0,270.0,681.0,925.0,649.0,270.0,474.0,14.0,231,117
store_6,2021-11-19,57.0,128.0,232.0,232.0,356.0,426.0,299.0,232.0,126.0,14.0,44,88
store_7,2021-11-19,286.0,738.0,596.0,596.0,405.0,559.0,119.0,596.0,142.0,166.0,217,384
store_8,2021-11-19,98.0,242.0,242.0,242.0,273.0,379.0,175.0,242.0,166.0,46.0,133,108
store_9,2021-11-19,56.0,278.0,211.0,211.0,428.0,685.0,372.0,211.0,348.0,166.0,268,390
store_0,2021-11-20,17.0,354.0,131.0,131.0,295.0,539.0,278.0,131.0,168.0,320.0,241,81
store_1,2021-11-20,33.0,244.0,164.0,164.0,279.0,418.0,246.0,164.0,100.0,178.0,88,88
store_2,2021-11-20,11.0,136.0,28.0,28.0,34.0,102.0,23.0,28.0,22.0,114.0,26,42
store_3,2021-11-20,3.0,58.0,30.0,30.0,57.0,89.0,54.0,30.0,12.0,52.0,3,15
store_4,2021-11-20,18.0,304.0,61.0,61.0,145.0,356.0,127.0,61.0,154.0,268.0,102,62
store_5,2021-11-20,147.0,460.0,502.0,502.0,607.0,734.0,460.0,502.0,88.0,166.0,275,176
store_6,2021-11-20,51.0,230.0,165.0,165.0,244.0,375.0,193.0,165.0,134.0,128.0,239,40
store_7,2021-11-20,76.0,456.0,285.0,285.0,446.0,702.0,370.0,285.0,208.0,304.0,136,344
store_8,2021-11-20,88.0,234.0,223.0,223.0,267.0,381.0,179.0,223.0,170.0,58.0,156,118
store_9,2021-11-20,141.0,344.0,383.0,383.0,482.0,652.0,341.0,383.0,278.0,62.0,218,70
store_0,2021-11-21,4.0,280.0,49.0,49.0,262.0,574.0,258.0,49.0,352.0,272.0,133,137
store_1,2021-11-21,132.0,304.0,315.0,315.0,302.0,390.0,170.0,315.0,136.0,40.0,70,70
store_2,2021-11-21,8.0,122.0,36.0,36.0,52.0,109.0,44.0,36.0,8.0,106.0,31,74
store_3,2021-11-21,13.0,58.0,36.0,36.0,53.0,89.0,40.0,36.0,40.0,32.0,29,52
store_4,2021-11-21,88.0,242.0,283.0,283.0,329.0,389.0,241.0,283.0,54.0,66.0,23,110
store_5,2021-11-21,55.0,454.0,231.0,231.0,430.0,735.0,375.0,231.0,266.0,344.0,365,98
store_6,2021-11-21,118.0,318.0,259.0,259.0,228.0,333.0,110.0,259.0,128.0,82.0,59,101
store_7,2021-11-21,201.0,700.0,458.0,458.0,372.0,580.0,171.0,458.0,118.0,298.0,363,153
store_8,2021-11-21,101.0,248.0,294.0,294.0,319.0,376.0,218.0,294.0,68.0,46.0,192,238
store_9,2021-11-21,176.0,644.0,365.0,365.0,279.0,502.0,103.0,365.0,154.0,292.0,62,218
store_0,2021-11-22,135.0,412.0,416.0,416.0,432.0,508.0,297.0,416.0,10.0,142.0,71,278
store_1,2021-11-22,103.0,296.0,271.0,271.0,291.0,394.0,188.0,271.0,116.0,90.0,232,172
store_2,2021-11-22,10.0,20.0,53.0,53.0,118.0,160.0,108.0,53.0,84.0,0.0,54,46
store_3,2021-11-22,15.0,70.0,52.0,52.0,62.0,85.0,47.0,52.0,6.0,40.0,4,32
store_4,2021-11-22,8.0,200.0,71.0,71.0,217.0,408.0,209.0,71.0,198.0,184.0,162,105
store_5,2021-11-22,86.0,476.0,298.0,298.0,455.0,724.0,369.0,298.0,234.0,304.0,75,197
store_6,2021-11-22,50.0,274.0,160.0,160.0,218.0,353.0,168.0,160.0,96.0,174.0,237,78
store_7,2021-11-22,178.0,572.0,500.0,500.0,502.0,646.0,324.0,500.0,72.0,216.0,134,27
store_8,2021-11-22,84.0,206.0,248.0,248.0,311.0,397.0,227.0,248.0,134.0,38.0,172,215
store_9,2021-11-22,132.0,306.0,393.0,393.0,519.0,669.0,387.0,393.0,258.0,42.0,318,68
store_0,2021-11-23,138.0,548.0,278.0,278.0,223.0,440.0,85.0,278.0,162.0,272.0,98,290
store_1,2021-11-23,3.0,48.0,150.0,150.0,394.0,518.0,391.0,150.0,206.0,42.0,60,196
store_2,2021-11-23,3.0,30.0,37.0,37.0,104.0,155.0,101.0,37.0,78.0,24.0,28,57
store_3,2021-11-23,8.0,22.0,54.0,54.0,94.0,107.0,86.0,54.0,20.0,6.0,48,56
store_4,2021-11-23,35.0,158.0,157.0,157.0,296.0,427.0,261.0,157.0,174.0,88.0,23,165
store_5,2021-11-23,132.0,498.0,335.0,335.0,436.0,715.0,304.0,335.0,324.0,234.0,142,154
store_6,2021-11-23,23.0,88.0,186.0,186.0,365.0,448.0,342.0,186.0,124.0,42.0,159,186
store_7,2021-11-23,76.0,528.0,311.0,311.0,436.0,666.0,360.0,311.0,84.0,376.0,372,155
store_8,2021-11-23,3.0,268.0,91.0,91.0,203.0,364.0,200.0,91.0,60.0,262.0,70,39
store_9,2021-11-23,30.0,508.0,90.0,90.0,218.0,570.0,188.0,90.0,256.0,448.0,302,19
store_0,2021-11-24,71.0,272.0,186.0,186.0,336.0,578.0,265.0,186.0,354.0,130.0,308,203
store_1,2021-11-24,53.0,148.0,122.0,122.0,265.0,466.0,212.0,122.0,360.0,42.0,111,174
store_2,2021-11-24,15.0,36.0,79.0,79.0,132.0,154.0,117.0,79.0,38.0,6.0,70,23
store_3,2021-11-24,8.0,52.0,36.0,36.0,61.0,92.0,53.0,36.0,26.0,36.0,7,42
store_4,2021-11-24,55.0,254.0,130.0,130.0,203.0,383.0,148.0,130.0,216.0,144.0,186,152
store_5,2021-11-24,85.0,348.0,312.0,312.0,536.0,792.0,451.0,312.0,334.0,178.0,47,402
store_6,2021-11-24,58.0,208.0,160.0,160.0,243.0,386.0,185.0,160.0,194.0,92.0,138,203
store_7,2021-11-24,1.0,174.0,175.0,175.0,553.0,845.0,552.0,175.0,412.0,172.0,244,256
store_8,2021-11-24,124.0,318.0,271.0,271.0,238.0,341.0,114.0,271.0,136.0,70.0,125,200
store_9,2021-11-24,177.0,470.0,375.0,375.0,376.0,591.0,199.0,375.0,314.0,116.0,350,231
store_0,2021-11-25,169.0,502.0,409.0,409.0,347.0,465.0,178.0,409.0,72.0,164.0,126,290
store_1,2021-11-25,65.0,310.0,169.0,169.0,221.0,389.0,156.0,169.0,156.0,180.0,261,9
store_2,2021-11-25,21.0,112.0,69.0,69.0,77.0,114.0,56.0,69.0,4.0,70.0,70,18
store_3,2021-11-25,16.0,62.0,41.0,41.0,52.0,85.0,36.0,41.0,36.0,30.0,17,46
store_4,2021-11-25,3.0,198.0,82.0,82.0,234.0,409.0,231.0,82.0,158.0,192.0,179,103
store_5,2021-11-25,94.0,432.0,366.0,366.0,538.0,748.0,444.0,366.0,176.0,244.0,308,250
store_6,2021-11-25,40.0,274.0,111.0,111.0,179.0,353.0,139.0,111.0,154.0,194.0,135,81
store_7,2021-11-25,87.0,442.0,334.0,334.0,491.0,709.0,404.0,334.0,168.0,268.0,272,322
store_8,2021-11-25,85.0,264.0,181.0,181.0,214.0,368.0,129.0,181.0,214.0,94.0,136,174
store_9,2021-11-25,70.0,394.0,305.0,305.0,451.0,629.0,381.0,305.0,102.0,254.0,171,246
store_0,2021-11-26,69.0,378.0,301.0,301.0,401.0,527.0,332.0,301.0,12.0,240.0,244,294
store_1,2021-11-26,37.0,130.0,122.0,122.0,291.0,477.0,254.0,122.0,316.0,56.0,67,60
store_2,2021-11-26,10.0,52.0,40.0,40.0,88.0,142.0,78.0,40.0,76.0,32.0,9,64
store_3,2021-11-26,22.0,50.0,59.0,59.0,71.0,93.0,49.0,59.0,38.0,6.0,51,23
store_4,2021-11-26,71.0,204.0,245.0,245.0,326.0,406.0,255.0,245.0,98.0,62.0,112,204
store_5,2021-11-26,100.0,490.0,347.0,347.0,483.0,717.0,383.0,347.0,178.0,290.0,345,215
store_6,2021-11-26,58.0,304.0,173.0,173.0,208.0,338.0,150.0,173.0,72.0,188.0,51,4
store_7,2021-11-26,2.0,250.0,201.0,201.0,539.0,805.0,537.0,201.0,286.0,246.0,167,64
store_8,2021-11-26,77.0,190.0,225.0,225.0,304.0,407.0,227.0,225.0,170.0,36.0,160,234
store_9,2021-11-26,29.0,340.0,176.0,176.0,390.0,656.0,361.0,176.0,250.0,282.0,395,65
store_0,2021-11-27,111.0,360.0,333.0,333.0,399.0,534.0,288.0,333.0,132.0,138.0,236,106
store_1,2021-11-27,64.0,240.0,156.0,156.0,243.0,422.0,179.0,156.0,246.0,112.0,121,67
store_2,2021-11-27,23.0,82.0,80.0,80.0,100.0,127.0,77.0,80.0,18.0,36.0,75,1
store_3,2021-11-27,20.0,70.0,41.0,41.0,44.0,81.0,24.0,41.0,44.0,30.0,31,4
store_4,2021-11-27,54.0,238.0,223.0,223.0,304.0,389.0,250.0,223.0,40.0,130.0,46,122
store_5,2021-11-27,143.0,652.0,409.0,409.0,421.0,636.0,278.0,409.0,64.0,366.0,150,2
store_6,2021-11-27,130.0,308.0,280.0,280.0,240.0,334.0,110.0,280.0,140.0,48.0,100,232
store_7,2021-11-27,136.0,392.0,406.0,406.0,538.0,732.0,402.0,406.0,268.0,120.0,62,317
store_8,2021-11-27,15.0,440.0,49.0,49.0,64.0,280.0,49.0,49.0,22.0,410.0,241,249
store_9,2021-11-27,123.0,400.0,322.0,322.0,411.0,624.0,288.0,322.0,272.0,154.0,111,291
store_0,2021-11-28,116.0,332.0,371.0,371.0,446.0,548.0,330.0,371.0,104.0,100.0,55,129
store_1,2021-11-28,7.0,152.0,122.0,122.0,309.0,464.0,302.0,122.0,172.0,138.0,2,196
store_2,2021-11-28,33.0,80.0,88.0,88.0,100.0,130.0,67.0,88.0,46.0,14.0,48,16
store_3,2021-11-28,17.0,68.0,38.0,38.0,46.0,84.0,29.0,38.0,42.0,34.0,2,13
store_4,2021-11-28,33.0,270.0,74.0,74.0,160.0,373.0,127.0,74.0,222.0,204.0,11,128
store_5,2021-11-28,74.0,410.0,298.0,298.0,501.0,759.0,427.0,298.0,254.0,262.0,130,36
store_6,2021-11-28,45.0,256.0,107.0,107.0,179.0,362.0,134.0,107.0,200.0,166.0,25,45
store_7,2021-11-28,134.0,500.0,332.0,332.0,413.0,680.0,279.0,332.0,302.0,232.0,283,227
store_8,2021-11-28,52.0,278.0,179.0,179.0,238.0,361.0,186.0,179.0,72.0,174.0,63,22
store_9,2021-11-28,164.0,592.0,405.0,405.0,357.0,528.0,193.0,405.0,78.0,264.0,276,218
store_0,2021-11-29,53.0,372.0,216.0,216.0,334.0,528.0,281.0,216.0,122.0,266.0,79,154
store_1,2021-11-29,72.0,326.0,218.0,218.0,253.0,377.0,181.0,218.0,66.0,182.0,19,80
store_2,2021-11-29,18.0,84.0,59.0,59.0,83.0,126.0,65.0,59.0,38.0,48.0,66,69
store_3,2021-11-29,2.0,34.0,38.0,38.0,78.0,101.0,76.0,38.0,16.0,30.0,19,41
store_4,2021-11-29,49.0,112.0,276.0,276.0,425.0,452.0,376.0,276.0,40.0,14.0,149,96
store_5,2021-11-29,219.0,546.0,454.0,454.0,444.0,691.0,225.0,454.0,386.0,108.0,327,344
store_6,2021-11-29,41.0,186.0,144.0,144.0,255.0,397.0,214.0,144.0,180.0,104.0,117,100
store_7,2021-11-29,116.0,492.0,377.0,377.0,481.0,686.0,365.0,377.0,150.0,260.0,117,133
store_8,2021-11-29,59.0,216.0,187.0,187.0,270.0,392.0,211.0,187.0,146.0,98.0,70,40
store_9,2021-11-29,102.0,420.0,297.0,297.0,397.0,614.0,295.0,297.0,218.0,216.0,198,404
store_0,2021-11-30,75.0,228.0,274.0,274.0,442.0,600.0,367.0,274.0,238.0,78.0,21,60
store_1,2021-11-30,76.0,318.0,250.0,250.0,286.0,383.0,210.0,250.0,28.0,166.0,127,169
store_2,2021-11-30,24.0,76.0,72.0,72.0,95.0,132.0,71.0,72.0,46.0,28.0,77,10
store_3,2021-11-30,16.0,58.0,46.0,46.0,61.0,91.0,45.0,46.0,34.0,26.0,32,50
store_4,2021-11-30,101.0,300.0,285.0,285.0,288.0,358.0,187.0,285.0,42.0,98.0,66,9
store_5,2021-11-30,208.0,518.0,567.0,567.0,582.0,705.0,374.0,567.0,144.0,102.0,297,289
store_6,2021-11-30,66.0,324.0,163.0,163.0,180.0,328.0,114.0,163.0,104.0,192.0,205,105
store_7,2021-11-30,148.0,460.0,357.0,357.0,445.0,702.0,297.0,357.0,350.0,164.0,25,204
store_8,2021-11-30,7.0,346.0,35.0,35.0,105.0,327.0,98.0,35.0,112.0,332.0,96,30
store_9,2021-11-30,146.0,582.0,375.0,375.0,350.0,533.0,204.0,375.0,76.0,290.0,54,77
store_0,2021-12-01,69.0,558.0,199.0,199.0,208.0,435.0,139.0,199.0,34.0,420.0,153,77
store_1,2021-12-01,142.0,336.0,296.0,296.0,257.0,374.0,115.0,296.0,182.0,52.0,259,39
store_2,2021-12-01,4.0,126.0,23.0,23.0,41.0,107.0,37.0,23.0,14.0,118.0,13,69
store_3,2021-12-01,27.0,78.0,72.0,72.0,64.0,77.0,37.0,72.0,2.0,24.0,55,14
store_4,2021-12-01,71.0,304.0,146.0,146.0,177.0,356.0,106.0,146.0,196.0,162.0,218,253
store_5,2021-12-01,46.0,364.0,246.0,246.0,500.0,782.0,454.0,246.0,292.0,272.0,321,325
store_6,2021-12-01,90.0,310.0,209.0,209.0,209.0,335.0,119.0,209.0,122.0,130.0,234,17
store_7,2021-12-01,118.0,618.0,312.0,312.0,349.0,619.0,231.0,312.0,158.0,382.0,444,412
store_8,2021-12-01,43.0,216.0,141.0,141.0,239.0,390.0,196.0,141.0,172.0,130.0,243,3
store_9,2021-12-01,239.0,566.0,538.0,538.0,428.0,541.0,189.0,538.0,138.0,88.0,134,364
store_0,2021-12-02,39.0,108.0,234.0,234.0,498.0,660.0,459.0,234.0,294.0,30.0,278,279
store_1,2021-12-02,7.0,158.0,184.0,184.0,369.0,463.0,362.0,184.0,44.0,144.0,268,95
store_2,2021-12-02,28.0,100.0,66.0,66.0,73.0,120.0,45.0,66.0,50.0,44.0,37,18
store_3,2021-12-02,27.0,58.0,58.0,58.0,62.0,91.0,35.0,58.0,54.0,4.0,18,4
store_4,2021-12-02,94.0,204.0,274.0,274.0,333.0,408.0,239.0,274.0,134.0,16.0,93,145
store_5,2021-12-02,121.0,496.0,336.0,336.0,449.0,716.0,328.0,336.0,280.0,254.0,190,446
store_6,2021-12-02,89.0,204.0,256.0,256.0,310.0,388.0,221.0,256.0,130.0,26.0,189,0
store_7,2021-12-02,139.0,484.0,315.0,315.0,399.0,688.0,260.0,315.0,372.0,206.0,29,14
store_8,2021-12-02,65.0,382.0,164.0,164.0,158.0,309.0,93.0,164.0,50.0,252.0,221,2
store_9,2021-12-02,85.0,408.0,220.0,220.0,343.0,620.0,258.0,220.0,316.0,238.0,176,337
store_0,2021-12-03,126.0,510.0,346.0,346.0,323.0,461.0,197.0,346.0,18.0,258.0,294,14
store_1,2021-12-03,112.0,334.0,318.0,318.0,310.0,375.0,198.0,318.0,20.0,110.0,235,76
store_2,2021-12-03,1.0,138.0,14.0,14.0,30.0,103.0,29.0,14.0,10.0,136.0,23,66
store_3,2021-12-03,14.0,56.0,40.0,40.0,57.0,90.0,43.0,40.0,38.0,28.0,6,12
store_4,2021-12-03,68.0,252.0,210.0,210.0,270.0,382.0,202.0,210.0,108.0,116.0,156,211
store_5,2021-12-03,114.0,238.0,347.0,347.0,596.0,845.0,482.0,347.0,488.0,10.0,358,431
store_6,2021-12-03,13.0,144.0,125.0,125.0,285.0,418.0,272.0,125.0,148.0,118.0,167,141
store_7,2021-12-03,133.0,416.0,380.0,380.0,504.0,722.0,371.0,380.0,286.0,150.0,388,370
store_8,2021-12-03,2.0,148.0,108.0,108.0,281.0,424.0,279.0,108.0,142.0,144.0,148,221
store_9,2021-12-03,161.0,588.0,350.0,350.0,307.0,530.0,146.0,350.0,180.0,266.0,291,87
store_0,2021-12-04,120.0,488.0,337.0,337.0,330.0,470.0,210.0,337.0,32.0,248.0,82,10
store_1,2021-12-04,56.0,362.0,173.0,173.0,206.0,359.0,150.0,173.0,56.0,250.0,54,240
store_2,2021-12-04,7.0,116.0,39.0,39.0,60.0,114.0,53.0,39.0,6.0,102.0,82,41
store_3,2021-12-04,1.0,40.0,18.0,18.0,56.0,98.0,55.0,18.0,46.0,38.0,41,16
store_4,2021-12-04,36.0,78.0,174.0,174.0,352.0,467.0,316.0,174.0,224.0,6.0,105,144
store_5,2021-12-04,152.0,676.0,436.0,436.0,429.0,628.0,277.0,436.0,26.0,372.0,424,289
store_6,2021-12-04,34.0,288.0,169.0,169.0,236.0,346.0,202.0,169.0,0.0,220.0,101,6
store_7,2021-12-04,106.0,452.0,328.0,328.0,461.0,704.0,355.0,328.0,246.0,240.0,171,269
store_8,2021-12-04,116.0,340.0,295.0,295.0,258.0,328.0,142.0,295.0,32.0,108.0,152,36
store_9,2021-12-04,12.0,354.0,188.0,188.0,411.0,647.0,399.0,188.0,142.0,330.0,297,87
store_0,2021-12-05,93.0,448.0,217.0,217.0,257.0,490.0,164.0,217.0,204.0,262.0,182,75
store_1,2021-12-05,40.0,236.0,150.0,150.0,263.0,424.0,223.0,150.0,166.0,156.0,214,126
store_2,2021-12-05,24.0,72.0,72.0,72.0,98.0,136.0,74.0,72.0,52.0,24.0,19,9
store_3,2021-12-05,15.0,68.0,49.0,49.0,60.0,86.0,45.0,49.0,14.0,38.0,47,14
store_4,2021-12-05,30.0,242.0,130.0,130.0,233.0,387.0,203.0,130.0,126.0,182.0,235,44
store_5,2021-12-05,164.0,460.0,563.0,563.0,651.0,734.0,487.0,563.0,34.0,132.0,67,358
store_6,2021-12-05,29.0,154.0,144.0,144.0,284.0,415.0,255.0,144.0,166.0,96.0,240,20
store_7,2021-12-05,59.0,510.0,125.0,125.0,276.0,675.0,217.0,125.0,406.0,392.0,329,156
